gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,SeniorCitizen,PC1,PC2,Churn
0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,1,0.11711548256098044,0.34403413302390456,0
0,0,0,1,2,0,2,0,0,2,0,2,2,0,3,0,0.9114061456260072,-0.2978099097329277,0
1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1,0.8759565291645762,0.5949010323432468,1
0,1,0,1,2,1,0,2,0,0,2,0,0,1,2,1,-0.8953808411357259,1.3367669509124285,1
0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,0,-0.5637280622626089,1.5532514820160794,0
1,1,0,1,2,0,2,2,2,2,0,2,1,1,1,0,1.5162681356624594,-0.2710853045971183,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,-1.8410207296724372,-0.661912812389844,1
0,0,0,0,1,0,2,2,2,2,0,2,1,1,2,0,0.23170248660721562,-0.7341755480251344,0
1,1,1,1,0,1,2,2,2,2,2,0,2,1,1,0,3.080757073262936,-0.2187421462644999,0
0,0,0,1,2,1,2,2,2,0,2,2,1,0,0,0,2.3129114713233667,0.45385577630457014,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,-1.2204602186517184,0.7566649531804386,0
1,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,-1.1509759498076633,0.11533133018912736,1
1,1,1,1,0,1,0,2,0,2,2,2,1,1,0,0,2.5572957906685643,-0.055137110459892544,0
1,0,0,1,0,1,0,0,2,0,2,0,0,1,2,0,-0.4216012241348645,0.8077512422308077,1
0,0,0,1,0,0,0,2,2,0,0,0,0,1,2,1,-0.975264573580766,-0.0036166096927857183,0
0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,-0.7914640128080719,0.6564939380181166,1
0,1,0,1,0,1,0,0,0,0,2,0,0,1,2,1,-0.9680504081166809,0.9893104182339775,1
1,1,1,1,2,1,2,0,0,0,2,2,2,1,2,0,3.0172975482961037,-0.3513945622092302,0
1,0,1,0,1,0,2,2,2,0,0,0,0,1,2,0,-0.10502447216293606,-1.1544669159165146,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-1.288514560389206,-1.3118900381966332,0
0,0,0,1,0,1,0,2,2,0,2,2,2,1,2,0,2.489392435785512,0.010963579059631016,0
0,1,0,1,0,1,0,0,2,0,0,2,0,1,2,1,1.2682911172303912,0.04564571221895399,0
0,1,1,1,0,1,0,0,0,0,2,2,1,0,0,0,1.9219259975018756,-0.16986729588890412,0
1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.22487580380222238,-0.0699807918106568,1
0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,-1.5463522946115007,0.17511270045411878,1
1,1,1,1,2,1,2,2,2,2,0,2,2,1,1,0,3.4162568756064275,-0.1844123315737068,0
0,1,0,1,0,1,0,0,2,2,2,2,1,1,2,1,2.178926269497842,0.1528044171654799,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1.2209920904236329,-0.49494337560191687,0
1,0,1,1,0,0,2,0,0,0,2,2,0,1,3,0,-0.7273458640034135,0.45200871455306907,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1.1400752206755804,-0.37397352617314705,0
1,1,0,0,1,0,2,2,2,2,0,0,2,0,1,1,1.118220508668306,-1.6820887776050246,0
1,1,1,1,0,1,0,2,0,0,2,2,0,1,2,0,2.1372061967686897,-0.11469435304481251,0
0,0,0,1,0,1,0,2,2,2,2,2,2,1,0,0,1.9037240463014786,0.5114522528230752,0
1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-2.010646606687855,-0.7364326664745477,0
1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0,-1.8928131844815161,-0.8226459601756744,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,-1.964891993163341,-0.5717686216258181,1
1,1,1,1,0,1,0,2,2,0,2,0,0,1,2,0,0.8221643465987691,0.4375558231620336,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.9943822652258748,-1.5257553717943297,0
0,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1,-0.30663931938402733,1.064479177965456,1
0,0,0,0,1,0,0,2,0,0,0,2,0,1,1,0,-1.4912203923716265,-0.2754927056268928,1
1,0,0,1,0,0,0,2,2,2,2,2,2,1,1,0,1.6760642189423296,-0.35826224489177105,0
1,1,1,1,2,0,2,0,2,2,2,2,1,0,2,0,2.6434664097942355,-0.6676191623529092,0
0,1,0,1,2,1,0,2,2,2,2,2,2,1,2,0,3.5814041379174557,-0.04286721336343174,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0,-0.41441681794253876,-1.7042142294877949,0
0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,-0.22580553790852295,-0.6793437424392732,0
0,1,0,1,2,1,2,2,2,2,2,2,2,1,1,1,3.806816005499113,0.10149152397704145,0
0,1,0,0,1,0,2,2,0,2,0,0,2,0,0,0,0.3840921843580772,-1.638217658262564,0
1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,0,2.1199823769042174,0.06944976950099759,1
1,1,1,1,0,1,0,0,0,0,2,2,1,0,1,0,0.9651199507854417,0.4018160917953782,0
0,0,0,1,0,0,0,0,2,0,0,2,0,1,2,0,-0.8025704768819852,0.07911580246896424,1
1,0,0,1,0,1,2,0,2,2,0,0,1,0,2,0,1.6529350612019367,-0.23497319743050918,0
0,1,1,1,2,0,2,0,2,2,0,0,2,0,0,0,1.8996802011683356,-1.1672974851509659,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.9116410021839542,-1.5845893598312903,0
1,0,0,1,0,2,1,1,1,1,1,1,1,1,3,0,-1.7998551071492872,-0.8953299184509943,0
0,0,0,1,2,0,0,0,0,2,2,0,0,1,2,0,-1.256902438111659,0.504147214112389,1
1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-1.2924481660681788,-1.2762240298306686,0
0,0,0,1,2,0,0,0,2,2,0,2,1,1,2,0,0.5897031676541942,-0.3307803741680599,0
1,0,0,1,0,0,0,0,2,0,2,2,1,1,3,0,-1.046999354018674,0.6364600844219174,1
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.25440527462329476,-2.085725257313498,0
1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,0,0.6272811773152988,0.5544029850055033,1
1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,0,1.6670298984534995,0.5083314604942005,1
1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,-1.3599618276079941,0.019591764781611662,0
0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0.6929482749136623,-0.13173912423396192,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.6552538860793582,-0.01922146878609767,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.4877264947992344,-0.09028312793780129,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,-1.2123332342138184,0.7711675031237384,1
0,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0.9581617249564858,-1.4146078096396626,0
0,0,0,1,2,0,2,0,0,2,0,2,0,0,2,0,-0.8887406356175166,0.5924246034950033,1
0,1,0,1,0,1,2,2,0,2,2,2,1,1,1,1,2.61441262956374,0.215702090879568,1
1,1,0,1,2,1,0,2,2,0,2,2,1,0,0,0,2.601090857755689,0.08483794536258969,0
1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,0,-0.9791746028509283,1.060252903570367,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.2432157750778376,0.7160578133391996,1
0,1,0,1,2,2,1,1,1,1,1,1,2,1,3,0,0.3357110200752625,-2.231143949129004,0
0,1,1,1,2,1,0,0,0,0,0,2,0,0,2,0,0.10967360574252775,0.6157561529618079,0
1,1,0,1,2,1,0,0,2,2,2,2,2,1,0,0,2.96260020681719,0.15621831510220457,0
0,1,1,1,2,1,0,0,0,0,0,2,0,1,2,0,-0.8068452474711066,1.1212009500161835,1
0,1,1,1,2,1,0,2,2,0,0,2,1,1,2,0,2.4914422984206026,-0.27957524929753014,0
1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.9678476280829051,-0.8155806125712479,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.6896404684874909,0.4461114454632932,0
1,1,1,0,1,0,2,0,2,2,2,0,1,0,3,0,-0.46970893777919,-0.48948232014251836,0
0,1,1,1,0,1,0,2,0,0,2,2,1,1,2,0,2.217497094545287,-0.03888857794903272,0
0,1,1,1,0,1,2,0,2,2,0,0,0,1,0,0,1.5500718471307937,-0.19297545343657402,0
1,1,1,1,2,1,2,2,2,2,2,0,2,1,1,0,3.379090385906493,-0.1419862833464013,0
1,1,0,1,2,0,0,0,2,0,0,0,0,0,1,0,-0.4620599761127141,-0.28373008648904485,0
1,1,1,1,0,1,2,2,0,0,0,0,1,1,1,0,0.2335074347103866,0.3665450210772142,0
1,0,0,0,1,0,2,2,0,0,0,2,0,1,0,0,0.42810263951709376,-1.2391035479456518,0
1,1,0,1,0,2,1,1,1,1,1,1,2,0,1,0,0.08471066090435493,-2.406371739288017,0
1,0,0,1,2,1,0,2,2,0,0,2,0,0,2,0,-0.576864963583116,1.4013565311450547,0
1,1,1,1,0,0,0,2,2,0,2,2,2,1,0,0,2.2567403573287677,-0.9486277511894096,0
0,1,1,1,2,1,0,2,2,0,0,2,0,1,1,1,2.505906048493751,-0.14106700659097854,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,2,0,-0.6181794402158867,-1.540023952758254,0
1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,-0.8945452633257577,-0.2806082032218789,1
0,0,0,1,2,0,0,2,2,2,2,0,2,1,0,1,2.127295749033224,-0.8890201518542606,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,-1.7151823467552632,-0.7570000864549855,0
1,0,0,1,0,2,1,1,1,1,1,1,0,1,2,0,-2.02047866395294,-0.7444678383326365,0
1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.9218675023613687,-0.7991975515744072,0
1,0,0,1,0,1,0,2,2,0,2,2,0,1,0,1,2.7733755161069116,-0.14208421584567565,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.4699528177416259,-1.923801525650105,0
0,0,0,1,0,1,0,0,2,2,2,2,0,1,2,0,-0.4005474154517978,1.4586492730787664,0
0,1,0,1,0,0,2,2,0,0,0,0,0,1,3,0,-1.497590387984102,0.2621280001139172,0
0,0,0,1,2,1,0,0,2,2,0,2,0,1,0,0,0.07962464782054425,1.0122565519110127,0
1,1,1,1,0,2,1,1,1,1,1,1,2,1,0,0,-0.19450777058246901,-2.0828622783234563,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.0404729484358093,-0.7066423360985058,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,-1.6109527677948206,-0.035362763461972514,1
0,0,0,1,2,1,2,2,2,2,2,2,2,1,2,0,3.809473799642109,0.07462216536294158,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.011636806062624,-0.7331804674845009,0
0,1,0,1,2,1,0,2,0,0,2,0,0,1,2,1,1.5770931750905957,-0.03276274567491659,1
1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,-1.231025298420988,0.7378116382541492,0
1,1,0,1,2,0,0,2,2,2,2,0,2,1,0,0,1.868851379441954,-0.7183049128204737,0
0,1,0,0,1,0,0,2,2,0,2,2,0,0,1,1,0.26713686156667243,-0.7335293425791068,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,-1.6227459483277589,0.03878873098710129,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.2614210224276696,-1.2765447640846672,0
0,1,0,1,2,1,2,2,0,0,0,2,1,1,1,1,2.8327041863850555,-0.2882228744961798,1
0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,-1.4751799013773097,-0.7052466497921963,0
1,0,0,1,2,1,0,0,2,0,2,0,0,1,2,0,-0.5964148201377164,1.1746389961725747,1
0,1,1,1,0,0,2,0,2,0,2,2,2,0,0,0,0.859558889642383,-0.20029052556625146,0
0,0,1,1,0,0,2,2,2,0,0,0,0,1,2,0,-0.5619359869720374,0.004462393298471237,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,1,0,-0.38867272997957364,-1.988677162981124,0
1,1,1,1,0,1,2,2,2,2,2,2,2,0,0,0,3.620603606867736,0.008005136895011061,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,0,0,-1.2259741512253253,-1.36250180307525,0
1,0,0,1,2,1,0,0,0,2,2,2,0,0,0,0,1.1560743734487358,0.6131890900088901,1
1,1,0,1,2,1,0,0,0,0,0,2,0,0,2,1,-0.5217779724738623,0.9531441532163277,1
0,1,1,1,2,1,2,2,0,0,2,0,2,1,0,0,3.034567492112827,-0.4138062204282667,0
0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,0,-0.39659476990955406,1.0306160332518082,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,3.8476363449580093,0.11627676378787175,0
1,0,0,0,1,0,0,2,2,2,0,0,0,1,1,0,-1.675499683954227,-0.1436485727424168,1
1,1,1,1,0,2,1,1,1,1,1,1,2,1,1,0,-1.2901102021135211,-1.327270782312987,0
1,1,1,1,2,1,0,2,2,2,2,2,2,1,1,0,2.9848127479025837,0.1640529640843903,0
0,1,0,1,0,0,0,2,2,2,0,0,1,1,0,1,1.4629476448125067,-1.2237894806046472,0
0,1,1,0,1,0,2,0,0,2,2,0,2,1,1,0,-0.28435848387578205,-0.7899950207819844,0
1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,-1.2228983139830882,0.7523141881974489,1
0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,-0.8052372389284023,-0.5291235678082848,0
1,1,0,0,1,0,0,2,0,0,2,2,0,1,3,0,-0.9245164976742335,-0.24456027416496184,0
0,1,0,0,1,0,0,2,2,0,2,0,1,0,0,1,0.8827474147176708,-1.5776708473149832,0
1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,-1.3894045494303473,0.2428075217461759,0
1,0,0,1,0,0,2,0,2,0,0,0,2,1,3,0,-0.2614897308517042,-0.40528844234804917,0
1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1,-0.8217665006833625,0.8891824727587203,0
0,1,1,0,1,0,0,0,0,2,0,0,0,1,3,1,-1.5213692997543977,-0.7060062806951176,0
0,1,0,1,0,0,2,2,0,2,2,2,2,1,0,0,2.236245867900091,-0.7367044034447741,0
0,1,0,1,0,1,0,0,2,2,2,2,0,1,1,0,1.8620504408741148,0.3422929633456269,0
0,1,0,1,0,0,2,2,0,2,2,0,2,1,1,0,1.3926818824881957,-0.6968330854258554,0
1,1,0,1,0,1,0,0,0,0,0,2,0,0,2,1,-0.26206256401369693,0.5435546590550147,1
1,0,0,0,1,0,2,0,0,2,2,0,0,1,3,0,-0.8722586555737257,-0.5246951684952665,0
0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-1.3064900779321884,-1.3235088405493058,0
0,0,1,1,2,1,0,0,2,2,0,0,0,1,3,0,-0.800695808615552,1.156243276763769,1
1,1,0,1,2,1,2,0,2,2,2,2,2,1,1,0,3.667412553533931,-0.03103883359873921,0
0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,-1.14406656493546,0.8929889226474563,1
1,1,0,1,2,1,2,0,0,0,2,2,0,0,2,1,1.465318918397911,0.6081143980542856,1
1,1,1,1,0,2,1,1,1,1,1,1,1,0,0,0,-0.16915736315513907,-2.1565450583804457,0
0,1,0,1,2,1,0,2,0,2,2,2,0,1,1,0,2.018929859269337,0.4787116463297803,0
1,1,0,1,0,0,0,2,2,2,2,2,2,0,3,0,-0.3798864402057595,0.7436122980286568,0
0,1,1,1,2,1,0,2,2,2,0,0,1,1,2,0,1.0573942297011607,0.29886095306340366,1
1,0,0,1,0,0,2,0,2,2,2,0,0,1,3,0,-0.8630567753290438,0.5179649190333242,0
0,1,1,1,2,1,0,2,0,0,2,2,0,1,2,0,2.3300253339624115,0.12064831629340841,0
1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,-0.9760268917151712,-1.0670486693132368,0
1,1,1,1,2,1,0,0,2,0,2,0,0,1,2,0,0.14044616872182278,0.7294106694995343,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,0,-0.5364976263322658,-1.601834547234467,0
1,1,0,1,0,0,2,2,2,2,0,0,2,0,1,0,1.7481441525168637,-1.1671006716120833,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.0396602499920196,-0.7051920811041756,1
1,1,1,1,0,0,2,2,0,0,0,0,1,1,3,0,-0.8460567731104145,-0.04686500774586266,0
1,1,1,1,0,2,1,1,1,1,1,1,2,1,3,0,-0.7963662292565962,-1.6602739862529474,0
1,1,1,1,0,0,2,2,0,2,2,0,2,1,3,0,1.1631111868545747,-0.6080720051908128,0
1,0,0,1,0,1,0,0,2,2,2,2,0,1,2,0,0.5960960009881084,0.8987642354619274,0
0,1,1,1,2,1,0,0,0,0,2,0,0,1,2,0,-0.32765841746372665,0.8254829616263107,0
1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0,0.27881715223045234,-2.2031248176712626,0
0,0,0,1,0,1,2,0,2,2,0,0,1,1,1,0,0.33226765127260915,0.5755464774033089,0
0,0,0,1,0,0,0,2,2,2,2,0,2,0,3,0,1.3126755033090984,-0.7047899021802081,0
0,1,1,1,2,0,2,2,0,0,2,0,2,1,1,0,1.9227192361537524,-1.0580137868166468,0
1,1,1,1,2,1,0,2,2,0,2,2,1,1,1,0,3.3253658762937532,-0.18622703176490524,0
0,0,0,1,2,1,2,2,2,2,0,2,1,0,0,1,2.0353109685689317,0.39146703282661915,0
0,1,1,1,2,1,2,0,0,0,0,0,2,0,0,0,2.3915678299883267,-0.8529108144445295,0
1,0,0,1,2,0,2,2,2,2,2,2,1,1,0,0,0.9895385756008244,0.37981845157629135,0
1,1,1,1,0,0,2,2,2,0,0,0,2,0,0,0,1.177751546190104,-1.033786562657246,0
0,1,1,1,2,1,2,2,2,2,2,2,1,0,2,0,3.198327120545163,0.26478507437842674,0
1,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,-0.654777854642711,0.5638946076147123,1
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,-0.8862989040385739,0.695852677059817,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.1018803547007079,0.6696192252322987,1
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,-1.0346047749285092,0.8547825318916145,1
1,0,1,1,0,0,0,0,2,0,0,0,0,1,3,1,-1.5528538821618205,0.163510660499479,1
0,1,1,1,2,1,0,0,0,0,0,2,0,1,0,0,-0.8861949436516757,1.1139832969979295,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.5733331514279316,0.03599589041925911,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,-0.08339666862744788,0.3298102491061554,1
1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,1,-1.7698155131486712,-0.8650593539330605,0
0,1,0,1,2,1,2,2,2,2,2,0,2,1,0,0,3.3473411926997283,-0.20477709021539642,0
1,1,0,1,0,0,2,2,2,2,2,2,2,1,1,0,1.5162677387874173,-0.17512651205159815,0
0,1,1,0,1,0,2,2,2,2,2,2,2,0,0,0,1.825219341800206,-1.1931547646459515,0
0,1,1,1,0,0,0,2,2,2,0,0,1,0,0,0,1.5113958144714028,-1.2981909603403383,0
1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,-0.039795525642889205,-0.5530800304028278,1
0,1,0,1,0,2,1,1,1,1,1,1,2,1,2,0,-1.6968343543279238,-0.9709264175685165,0
1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0,-1.0831141816512115,1.0017580472222043,1
0,1,1,1,0,0,0,2,2,2,2,2,2,1,0,0,1.8813928041788497,-0.5014663476920427,0
1,1,0,1,2,1,0,2,2,0,2,2,1,1,2,1,3.235868905430438,-0.12419308375783765,0
1,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,-1.4740221331141923,0.3041853949494866,1
1,0,0,1,0,1,2,2,2,0,0,0,0,1,1,0,0.4354908439852211,0.39460684437977994,0
1,0,0,1,2,0,2,0,0,0,0,0,0,1,1,0,-1.1037079231718971,0.0629219389128792,0
1,0,0,1,0,1,2,0,2,0,0,0,0,1,0,0,-0.6108377450482531,0.7568741527502183,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.8991035363404822,-0.7757463632544903,1
0,1,1,1,2,0,2,0,2,0,2,0,2,1,0,0,2.0547365561319233,-1.044669438352612,0
1,1,0,1,0,0,2,2,2,2,0,2,1,1,1,0,0.31540717781255634,0.11673416444634044,0
0,0,0,1,0,0,2,2,0,0,0,0,0,1,1,1,0.14170738088490667,-0.5690503054410014,1
0,0,0,1,0,1,0,0,2,0,2,2,0,1,2,0,-0.24159521202252293,1.202329189765978,1
1,0,0,1,0,1,0,2,2,0,2,2,1,1,2,1,1.0585525660855408,0.7176772635561179,0
1,1,0,1,0,0,2,0,0,0,2,0,1,1,0,0,-0.47831007244241475,-0.0919192434845661,0
0,0,0,1,2,1,0,2,2,0,2,2,0,0,2,0,1.249258854646586,0.9517444940702893,0
1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.29658769802355,-2.050327028801426,0
1,0,0,1,2,1,2,2,0,0,0,0,1,1,1,0,2.143483193582379,-0.4994686964510469,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,0,3.7361123773088933,0.10631963626417108,0
1,1,1,1,0,0,0,2,2,0,0,0,1,0,3,0,-0.5076112702842925,-0.33686743854065876,0
0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,-0.6471069471003776,0.6650600451586006,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1,-0.5912119023271254,0.947712300018595,1
0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,0,1.25486813200872,0.6217388433042055,1
0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,0,-1.8414717005409773,-0.4379166536376579,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,1,-1.1018453436036046,0.8537343502501006,1
1,1,0,0,1,0,0,2,0,0,2,2,0,1,2,0,-1.4584593215417627,0.04228815090042787,1
0,0,0,1,2,0,2,2,2,2,0,0,1,1,1,0,1.482628773512144,-0.7050760771847835,0
0,0,0,1,0,1,0,0,2,0,0,2,0,1,1,0,-0.8751593277081496,1.0336955468567637,0
1,0,0,1,0,0,0,0,2,2,2,2,0,1,2,0,-1.1408157711603002,0.8987899426247762,0
1,1,0,0,1,0,2,2,0,2,0,0,2,1,1,0,0.46501269035370246,-1.6601101991095102,0
0,1,0,1,2,0,2,2,0,2,0,0,1,1,1,0,1.0722436567227165,-0.7487833478734146,0
1,1,0,1,2,1,0,2,2,2,2,2,1,1,0,1,3.0995639108985285,0.05183750186437616,0
0,1,0,1,2,1,2,2,2,2,2,2,2,1,0,1,3.7556986825539544,0.0740550380784728,0
1,1,0,1,0,1,2,0,0,0,2,0,0,0,2,0,1.5575535512493444,-0.19242190256273978,1
1,0,0,1,0,1,2,0,0,0,0,2,0,1,2,1,-0.032263964086112124,0.766032090138061,0
1,1,1,1,0,0,2,0,0,0,0,0,0,1,2,0,-1.3707595421626209,0.0101269045374613,0
0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,1,1.312396123604834,-0.50026323410309,0
1,0,0,1,0,0,2,0,0,2,0,0,0,0,3,0,-0.9937360059891178,0.07611141959206554,1
0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.617028721169008,-1.0402823895146152,0
1,1,1,1,2,0,2,2,0,2,0,0,1,1,1,0,1.8720025129002453,-1.1440341760241128,0
1,1,0,1,0,2,1,1,1,1,1,1,1,0,1,0,-1.16276190309556,-1.4022871982423584,0
0,1,1,1,2,1,0,2,2,0,2,2,1,1,1,0,3.276032122159963,-0.2185819210346677,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.5958690962912347,-1.0642288191473923,0
1,1,0,1,0,1,2,2,2,0,2,2,2,0,1,1,3.306726329072294,-0.11656564184719509,0
1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0,0.19964189586047906,0.5396230696449166,1
0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,0,-0.48219491578407686,0.7160887093175381,0
1,0,0,1,2,0,2,2,2,2,0,0,1,0,2,0,1.696717384220848,-0.819094916444964,0
1,1,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0.21377368419134749,0.16324514962858475,0
1,0,0,0,1,0,0,2,0,2,0,2,0,1,3,0,-1.6422507109787183,0.003982611123181806,1
0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,0,0.41730701964008793,0.6779578451395041,1
1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,-1.7680177748826442,-0.9316287601287839,0
1,1,1,1,0,0,0,2,0,0,0,0,1,0,3,0,-1.2109481629981753,-0.0770520924180179,0
0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,-0.7780876867937061,0.6843264321220076,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,3,0,-0.9790887808460937,1.1873906864964412,1
1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-1.7666206363082693,-0.9396142630156102,0
1,0,0,1,2,0,2,0,2,2,2,2,2,0,0,0,1.7728260276204655,-0.1668789753851839,0
0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0,-0.905252535509583,-1.5776506973053177,0
1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,0,-0.2144888879940674,1.2002440447989957,1
0,0,0,1,2,1,0,0,2,2,2,2,1,1,1,1,1.5268544119505105,0.6591025395418677,0
0,0,0,1,0,2,1,1,1,1,1,1,2,1,2,0,-0.6383546913111998,-1.7449193813462105,0
1,0,0,1,2,0,2,2,0,2,0,0,1,1,0,0,1.1367432589848574,-0.8206644907619897,0
0,1,0,1,2,1,2,2,2,2,2,2,1,1,3,0,2.6142624596899715,0.5792833601122933,0
1,1,0,1,0,0,2,2,2,2,0,0,2,0,3,0,0.7176326139047043,-0.5377028401543403,0
0,1,1,1,2,0,2,2,0,0,2,2,1,0,2,0,0.008422519905401937,0.3852562067747087,0
1,0,0,1,2,0,2,2,2,0,0,2,1,0,1,0,2.104356878290729,-0.8078639774563239,0
1,1,1,1,0,1,0,0,0,0,2,2,0,0,2,0,-0.365120559275605,1.070050876421757,0
1,0,0,1,2,1,0,2,2,0,2,2,1,1,2,0,0.9575543663584494,0.9021688546625596,1
0,0,0,1,0,1,2,0,2,2,2,2,0,0,2,0,0.13657185858724608,1.3766903108952846,1
1,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,-1.2540630992453645,0.19873440270154225,0
0,1,1,1,0,1,2,2,2,2,2,2,2,1,0,0,3.474134786091073,-0.07522981817276685,0
0,1,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0.22140691937490173,-0.6360050225915079,0
1,0,0,1,2,0,0,2,2,0,2,2,2,1,0,1,1.6385140557912887,-0.43669581430139603,0
1,1,1,0,1,0,0,2,2,2,0,0,2,0,0,0,0.5167045740552255,-1.6632094821405492,0
0,0,0,1,0,0,0,2,0,2,2,2,0,1,2,0,-1.0432518194419638,0.8403499084164268,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.2939029145912833,-0.20001763358428723,0
