gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,SeniorCitizen,PC1,PC2,Churn
1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-1.7195026788559173,-0.7009832821846674,0
1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,0,-0.5539721458515653,-1.506889235515707,0
0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,1,-0.992031133872691,1.3541555101562734,1
1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.4510679213297409,-1.826487866325568,0
1,0,0,1,0,2,1,1,1,1,1,1,1,1,3,0,-0.262762374274654,-2.0204885654781854,0
1,1,1,1,2,0,0,0,0,0,2,0,0,0,2,0,-0.5119608651121202,0.08903351020757894,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,-1.7470770091265297,-0.6814003952952324,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,-1.301485837340157,0.9715113728497782,1
0,1,1,1,0,0,0,2,0,2,0,0,0,0,2,0,-0.7233212445979866,0.031767895445732636,1
0,0,0,1,0,0,2,0,0,2,2,2,0,1,1,0,-0.08488885987622168,0.48889042000585553,0
1,1,0,1,2,1,0,2,2,0,2,2,2,1,0,1,3.117816414769504,-0.09131129322850899,1
0,1,0,0,1,0,2,0,2,2,0,2,2,0,2,0,0.6966687985163459,-1.2518379486913724,1
1,1,0,1,2,1,2,2,0,0,0,2,1,0,2,0,2.2634538237622968,-0.010002040800751576,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1.392196928538172,0.07840379777045317,1
1,1,1,1,2,0,2,0,0,2,0,2,0,0,2,0,1.0288292160529249,-0.3666130901682185,0
0,1,0,1,2,1,0,2,2,0,2,2,1,1,1,1,3.1261117572918447,-0.04756997778296139,0
1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,0,-0.8741254033464771,-1.4150213384913903,0
0,0,0,0,1,0,0,0,2,2,0,0,2,0,3,0,-1.471132514760102,-0.24490998274319448,0
0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-1.3065680335392311,-1.0499768410825066,0
0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,-1.5095016961792662,0.553744031596141,1
0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,-1.700331382853597,0.33394854172643,1
0,1,1,1,2,1,0,2,2,0,0,0,0,1,2,0,-0.5647829372384018,1.059389469585021,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.661440481032338,0.31748661926307004,1
1,0,1,1,0,0,2,0,0,0,0,0,0,0,3,0,-1.619739911801397,0.4627756704894983,1
0,0,0,1,2,1,2,0,0,0,0,0,0,1,0,0,-0.6731314712241048,0.9390340858912695,0
1,1,0,1,2,0,2,2,2,0,2,2,2,1,2,0,1.6849689827648395,-0.14409080809593428,0
1,1,1,1,2,1,0,2,2,2,2,2,0,1,0,1,1.6772727780836827,0.8811468480685106,1
1,0,0,1,2,1,2,0,0,0,2,2,0,1,2,0,-0.06007770692414699,1.3675865158813987,0
1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,0,-1.0031819077305975,-1.3154715504273444,0
1,1,1,1,2,0,2,0,0,0,2,2,1,0,3,0,-0.17997667078862173,0.48275655790716093,0
1,0,0,1,0,1,0,2,0,0,0,2,0,1,2,0,-1.0539548905369702,1.3671946969077737,0
1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,0,-0.811358115430857,1.7549906457353774,1
0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,0,0.13741353501563433,-2.013424513196798,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1.1910129653690542,-0.9188361595209643,1
0,0,0,0,1,0,0,2,2,0,0,2,2,1,1,0,0.4653016111580392,-1.3033976603772963,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.4673607664977388,-1.7745694113091177,0
0,1,1,1,2,1,2,0,0,2,2,2,1,1,0,0,2.654103676004014,0.13942172270311898,0
0,1,0,0,1,0,2,0,2,0,0,2,0,1,2,1,-0.7188792474276601,-0.40910523390777176,0
1,1,0,1,2,0,2,2,0,2,0,0,0,0,0,0,0.4383360009997065,-0.2416755737309398,0
1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,-1.419603336619942,-0.9828460258741931,0
0,0,0,1,2,1,0,0,0,0,2,0,0,1,1,1,-0.8859263636677152,1.2097721046397893,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,-1.705265554550671,0.32606116649603795,0
0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,0,-0.7822336851387,1.5805336937633983,1
0,1,1,1,2,1,0,0,0,2,0,0,0,1,2,0,1.2107830078496187,-0.09076134268897114,0
0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,1,-0.015120389555954065,0.5335446057247109,0
0,0,0,1,2,0,2,0,0,2,0,2,2,0,3,0,0.7315205504305433,-0.11101093516460955,0
1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1,0.7214401438593131,0.7437629466188235,1
0,1,0,1,2,1,0,2,0,0,2,0,0,1,2,1,-0.9618503521915985,1.5144257012084232,1
0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,0,-0.6367648811937234,1.7016111113961345,0
1,1,0,1,2,0,2,2,2,2,0,2,1,1,1,0,1.3137798900559858,-0.10483700273104381,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,-1.9271089621762576,-0.31257368079179826,1
0,0,0,0,1,0,2,2,2,2,0,2,1,1,2,0,0.06620125197013577,-0.5044291082764243,0
1,1,1,1,0,1,2,2,2,2,2,0,2,1,1,0,2.819282796355836,-0.10324225366537672,0
0,0,0,1,2,1,2,2,2,0,2,2,1,0,0,0,2.098911561821614,0.5694733908147414,0
0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,-1.2907951319964979,0.9886006858489605,0
1,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,-1.241493113073178,0.3790899201202831,1
1,1,1,1,0,1,0,2,0,2,2,2,1,1,0,0,2.32028580179756,0.07267555034245492,0
1,0,0,1,0,1,0,0,2,0,2,0,0,1,2,0,-0.5206986904037348,0.9965411926932622,1
0,0,0,1,0,0,0,2,2,0,0,0,0,1,2,1,-1.0756818040555642,0.25803988235498587,0
0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,-0.8806976540763345,0.8713514683696397,1
0,1,0,1,0,1,0,0,0,0,2,0,0,1,2,1,-1.0414241828515505,1.1928894217443442,1
1,1,1,1,2,1,2,0,0,0,2,2,2,1,2,0,2.7547149817367913,-0.22832216039328276,0
1,0,1,0,1,0,2,2,2,0,0,0,0,1,2,0,-0.2689234514051727,-0.8936871388152289,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-1.4120635432793893,-0.9821559726872722,0
0,0,0,1,0,1,0,2,2,0,2,2,2,1,2,0,2.2569308752182473,0.13453336039053337,0
0,1,0,1,0,1,0,0,2,0,0,2,0,1,2,1,1.08390610450777,0.20537340224003423,0
0,1,1,1,0,1,0,0,0,0,2,2,1,0,0,0,1.7066050337767042,-0.023038550266820546,0
1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.07720193372908364,0.1376871430802665,1
0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,-1.620562273750909,0.46146110795109946,1
1,1,1,1,2,1,2,2,2,2,0,2,2,1,1,0,3.142403854744977,-0.07273190590446359,0
0,1,0,1,0,1,0,0,2,2,2,2,1,1,2,1,1.9621609637701962,0.28213694181756366,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1.0240235920829976,-0.31298055203778874,0
1,0,1,1,0,0,2,0,0,0,2,2,0,1,3,0,-0.8246460181224413,0.6759807754215273,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0.9493781246825779,-0.1923871140431151,0
1,1,0,0,1,0,2,2,2,2,0,0,2,0,1,1,0.8943880821890398,-1.4700339570860663,0
1,1,1,1,0,1,0,2,0,0,2,2,0,1,2,0,1.9150908251344836,0.022302312260376902,0
0,0,0,1,0,1,0,2,2,2,2,2,2,1,0,0,1.7072103675882169,0.6339543034806706,0
1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-2.092626426313006,-0.3685371763787597,0
1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0,-1.9813281458120686,-0.4622629606280514,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,-2.0440786777497166,-0.2155385993242084,1
1,1,1,1,0,1,0,2,2,0,2,0,0,1,2,0,0.6654047466449687,0.597024549938281,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0,-1.1344254264271076,-1.2098272257166722,0
0,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1,-0.403057482470401,1.2335323140580028,1
0,0,0,0,1,0,0,2,0,0,0,2,0,1,1,0,-1.579785962240697,0.03144734371722375,1
1,0,0,1,0,0,0,2,2,2,2,2,2,1,1,0,1.4652796970890436,-0.1981272127656155,0
1,1,1,1,2,0,2,0,2,2,2,2,1,0,2,0,2.38689432610468,-0.5210152595526923,0
0,1,0,1,2,1,0,2,2,2,2,2,2,1,2,0,3.3049508963969125,0.058213052375196396,0
0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0,-0.5805763756405881,-1.4230826405922812,0
0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,-0.3723573305095545,-0.43354662308827985,0
0,1,0,1,2,1,2,2,2,2,2,2,2,1,1,1,3.525358374311157,0.19351592806261866,0
0,1,0,0,1,0,2,2,0,2,0,0,2,0,0,0,0.18940417340772153,-1.396720999661658,0
1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,0,1.9033913595694305,0.2010305050984718,1
1,1,1,1,0,1,0,0,0,0,2,2,1,0,1,0,0.8020674319887824,0.5541264422538684,0
0,0,0,1,0,0,0,0,2,0,0,2,0,1,2,0,-0.9072027235515492,0.326574335619795,1
1,0,0,1,0,1,2,0,2,2,0,0,1,0,2,0,1.4463299529708655,-0.07886582056036932,0
0,1,1,1,2,0,2,0,2,2,0,0,2,0,0,0,1.6591501034350045,-0.9933994517967677,0
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0,-1.0561793231558223,-1.2751147583513467,0
1,0,0,1,0,2,1,1,1,1,1,1,1,1,3,0,-1.8936997370273003,-0.5395508820941874,0
0,0,0,1,2,0,0,0,0,2,2,0,0,1,2,0,-1.332808209182348,0.7525974819961457,1
1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-1.4149966088208625,-0.945389718753688,0
0,0,0,1,2,0,0,0,2,2,0,2,1,1,2,0,0.42121791360386573,-0.12953954923084274,0
1,0,0,1,0,0,0,0,2,0,2,2,1,1,3,0,-1.1271788774300433,0.8663637026736102,1
0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.4360681627811302,-1.8142993564178331,0
1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,0,0.4811505475575178,0.7156161462416798,1
1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,0,1.479521124137017,0.6394114743820921,1
1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,-1.445377926923455,0.3030461018522142,0
0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0.5259070664404593,0.05579708650648424,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.7307587749855504,0.2853097278056797,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.5713666323337105,0.20658695838646446,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,-1.2825715125013752,1.0017463112329472,1
0,1,1,0,1,0,0,2,2,2,0,2,2,0,2,0,0.7473352634596536,-1.2009076816787927,0
0,0,0,1,2,0,2,0,0,2,0,2,0,0,2,0,-0.9760920653683396,0.8165605408283365,1
0,1,0,1,0,1,2,2,0,2,2,2,1,1,1,1,2.382441250055243,0.33078057350819173,1
1,1,0,1,2,1,0,2,2,0,2,2,1,0,0,0,2.3662192058302427,0.2036609186266124,0
1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,0,-1.0501997856122656,1.260801205494595,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.3138212665828406,0.9517929347737984,1
0,1,0,1,2,2,1,1,1,1,1,1,2,1,3,0,0.12804790021082885,-1.987515511469327,0
0,1,1,1,2,1,0,0,0,0,0,2,0,0,2,0,-0.014832057897060172,0.790446238992139,0
1,1,0,1,2,1,0,0,2,2,2,2,2,1,0,0,2.715380067545271,0.26791680872693047,0
0,1,1,1,2,1,0,0,0,0,0,2,0,1,2,0,-0.8827195319632721,1.3099542903238572,1
0,1,1,1,2,1,0,2,2,0,0,2,1,1,2,0,2.2511370781238242,-0.144439846709023,0
1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.0535035821191134,-0.44794354269236075,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.7884483566149791,0.6667243207757887,0
1,1,1,0,1,0,2,0,2,2,2,0,1,0,3,0,-0.6021062134094477,-0.2360201483715227,0
0,1,1,1,0,1,0,2,0,0,2,2,1,1,2,0,1.994101182210773,0.09735394823047279,0
0,1,1,1,0,1,2,0,2,2,0,0,0,1,0,0,1.3485155876780253,-0.03434246500679442,0
1,1,1,1,2,1,2,2,2,2,2,0,2,1,1,0,3.108036012611956,-0.03615238944544955,0
1,1,0,1,2,0,0,0,2,0,0,0,0,0,1,0,-0.5893158730878539,-0.03731247504241193,0
1,1,1,1,0,1,2,2,0,0,0,0,1,1,1,0,0.09736179501151061,0.5519715021797221,0
1,0,0,0,1,0,2,2,0,0,0,2,0,1,0,0,0.24191812457167663,-1.0042644824733904,0
1,1,0,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.11781150889938978,-2.1510545179729443,0
1,0,0,1,2,1,0,2,2,0,0,2,0,0,2,0,-0.6536610313703548,1.560971112533343,0
1,1,1,1,0,0,0,2,2,0,2,2,2,1,0,0,2.007985163700413,-0.7879663323683609,0
0,1,1,1,2,1,0,2,2,0,0,2,0,1,1,1,2.2686817377579325,-0.010488071991684356,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,2,0,-0.7726066485334906,-1.247146019092422,0
1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,-1.0054256602268026,-0.01163852463354259,1
0,0,0,1,2,0,0,2,2,2,2,0,2,1,0,1,1.8852115603824318,-0.7286034080499046,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,-1.8084006362760754,-0.4139434470337703,0
1,0,0,1,0,2,1,1,1,1,1,1,0,1,2,0,-2.102292006207247,-0.37598467980506717,0
1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.0087088879691986,-0.4371340062317321,0
1,0,0,1,0,1,0,2,2,0,2,2,0,1,0,1,2.5257524419890744,-0.018676792491309074,0
0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,-0.6396890139017947,-1.6355670120996917,0
0,0,0,1,0,1,0,0,2,2,2,2,0,1,2,0,-0.4824661596192729,1.606996822433651,0
0,1,0,1,0,0,2,2,0,0,0,0,0,1,3,0,-1.5712205567801742,0.5403348602550189,0
0,0,0,1,2,1,0,0,2,2,0,2,0,1,0,0,-0.0329485675295057,1.167949621954686,0
1,1,1,1,0,2,1,1,1,1,1,1,2,1,0,0,-0.37855820120009387,-1.809908855913472,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.120558339054356,-0.33779291539528344,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,-1.6885429513854218,0.26714767616083485,1
0,0,0,1,2,1,2,2,2,2,2,2,2,1,2,0,3.5271057724915154,0.16970619844996845,0
0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,-2.0934788345180424,-0.36567589673869577,0
0,1,0,1,2,1,0,2,0,0,2,0,0,1,2,1,1.3787461512360888,0.11929516468992506,1
1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,-1.301485837340157,0.9715113728497782,0
1,1,0,1,2,0,0,2,2,2,2,0,2,1,0,0,1.6411761542102867,-0.5537231618850753,0
0,1,0,0,1,0,0,2,2,0,2,2,0,0,1,1,0.10041663794485207,-0.507937208690561,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,-1.6978642970050606,0.337892229341626,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.3850353160497768,-0.9498933388853597,0
0,1,0,1,2,1,2,2,0,0,0,2,1,1,1,1,2.5789509784658318,-0.16231463497080564,1
0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,-1.5758658371139316,-0.38122979433263887,0
1,0,0,1,2,1,0,0,2,0,2,0,0,1,2,0,-0.6787103329304761,1.3484291052760111,1
0,1,1,1,0,0,2,0,2,0,2,2,2,0,0,0,0.6842704282989736,-0.01554780919527983,0
0,0,1,1,0,0,2,2,2,0,0,0,0,1,2,0,-0.6778287218780047,0.24690952459721946,0
0,1,1,1,0,2,1,1,1,1,1,1,0,0,1,0,-0.5630237943573588,-1.7062716374838802,0
1,1,1,1,0,1,2,2,2,2,2,2,2,0,0,0,3.3440479491971287,0.1046548448913292,0
0,1,1,1,0,2,1,1,1,1,1,1,0,1,0,0,-1.353163950623171,-1.0355806276505892,0
1,0,0,1,2,1,0,0,0,2,2,2,0,0,0,0,0.991436964774875,0.7479555193484764,1
1,1,0,1,2,1,0,0,0,0,0,2,0,0,2,1,-0.6130811232854482,1.1382578371624958,1
0,1,1,1,2,1,2,2,0,0,2,0,2,1,0,0,2.769636814467311,-0.2884592521222126,0
0,0,0,1,2,1,0,0,2,0,2,0,0,1,2,0,-0.49053287201643847,1.2058254926352445,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,3.56493403463629,0.20791985085044656,0
1,0,0,0,1,0,0,2,2,2,0,0,0,1,1,0,-1.753651828852959,0.1688745286017993,1
1,1,1,1,0,2,1,1,1,1,1,1,2,1,1,0,-1.41405163407022,-0.9958813056649132,0
1,1,1,1,2,1,0,2,2,2,2,2,2,1,1,0,2.7373583411144877,0.2652192258270291,0
0,1,0,1,0,0,0,2,2,2,0,0,1,1,0,1,1.2378659501024287,-1.036385690400465,0
0,1,1,0,1,0,2,0,0,2,2,0,2,1,1,0,-0.4317901852113581,-0.5337384781018175,0
1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,-1.2932622178450344,0.9846569982337648,1
0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,-0.9260868334077131,-0.2557320255893181,0
1,1,0,0,1,0,0,2,0,0,2,2,0,1,3,0,-1.0333100159718667,0.024665380147067546,0
0,1,0,0,1,0,0,2,2,0,2,0,1,0,0,1,0.6706246753621036,-1.358570232029916,0
1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,-1.4676275594067747,0.5161395182096271,0
1,0,0,1,0,0,2,0,2,0,0,0,2,1,3,0,-0.3995251193789158,-0.16509204219576737,0
1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1,-0.9034892817574505,1.0928413708418017,0
0,1,1,0,1,0,0,0,0,2,0,0,0,1,3,1,-1.6203956076559345,-0.3781537975906824,0
0,1,0,1,0,0,2,2,0,2,2,2,2,1,0,0,1.9937531843676985,-0.5794642056573852,0
0,1,0,1,0,1,0,0,2,2,2,2,0,1,1,0,1.662665846915851,0.471910306623782,0
0,1,0,1,0,0,2,2,0,2,2,0,2,1,1,0,1.1837324531152538,-0.5130783303381496,0
1,1,0,1,0,1,0,0,0,0,0,2,0,0,2,1,-0.3744959626814807,0.7406673917480232,1
1,0,0,0,1,0,2,0,0,2,2,0,0,1,3,0,-0.9906586362020304,-0.24351052213942345,0
0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,0,-1.4296431696935978,-0.9930407681024687,0
0,0,1,1,2,1,0,0,2,2,0,0,0,1,3,0,-0.875779758734606,1.3413024845074868,1
1,1,0,1,2,1,2,0,2,2,2,2,2,1,1,0,3.387760942798643,0.0713795727767585,0
0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,-1.2134931087423464,1.1121695644584344,1
1,1,0,1,2,1,2,0,0,0,2,2,0,0,2,1,1.2884371641407604,0.7374456308584292,1
1,1,1,1,0,2,1,1,1,1,1,1,1,0,0,0,-0.3560007134215843,-1.8849931337561605,0
0,1,0,1,2,1,0,2,0,2,2,2,0,1,1,0,1.8171336201256916,0.5980423170700314,0
1,1,0,1,0,0,0,2,2,2,2,2,2,0,3,0,-0.48239268811683855,0.9356211266591803,0
0,1,1,1,2,1,0,2,2,2,0,0,1,1,2,0,0.8879135783953954,0.455075102771591,1
1,0,0,1,0,0,2,0,2,2,2,0,0,1,3,0,-0.9534626972788854,0.7459697773696101,0
0,1,1,1,2,1,0,2,0,0,2,2,0,1,2,0,2.106737695633977,0.2426761261220398,0
1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,-1.1047316161542662,-0.7651725689464758,0
1,1,1,1,2,1,0,0,2,0,2,0,0,1,2,0,0.017832157774965735,0.897626930537501,0
0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,0,-0.6954649540276023,-1.3151129090778166,0
1,1,0,1,0,0,2,2,2,2,0,0,2,0,1,0,1.5134267412176172,-0.9875435743802495,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-2.1197359771048436,-0.33647835285688454,1
1,1,1,1,0,0,2,2,0,0,0,0,1,1,3,0,-0.9524230952062229,0.20804182427465326,0
1,1,1,1,0,2,1,1,1,1,1,1,2,1,3,0,-0.9472449743720799,-1.3543834605648872,0
1,1,1,1,0,0,2,2,0,2,2,0,2,1,3,0,0.9653858683870052,-0.42052855870437805,0
1,0,0,1,0,1,0,0,2,2,2,2,0,1,2,0,0.460615709286983,1.0415496072049446,0
0,1,1,1,2,1,0,0,0,0,2,0,0,1,2,0,-0.4298812558708544,1.010027146544272,0
1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0,0.07388850360541287,-1.9540057731483624,0
0,0,0,1,0,1,2,0,2,2,0,0,1,1,1,0,0.19804801517275009,0.7460263821107116,0
0,0,0,1,0,0,0,2,2,2,2,0,2,0,3,0,1.1067920175927404,-0.5226174906873294,0
0,1,1,1,2,0,2,2,0,0,2,0,2,1,1,0,1.684045168456606,-0.8851693260014568,0
1,1,1,1,2,1,0,2,2,0,2,2,1,1,1,0,3.0552111947631824,-0.07714488375771475,0
0,0,0,1,2,1,2,2,2,2,0,2,1,0,0,1,1.8304633261459808,0.5157969825389613,0
0,1,1,1,2,1,2,0,0,0,0,0,2,0,0,0,2.140098545463015,-0.6987045239324216,0
1,0,0,1,2,0,2,2,2,2,2,2,1,1,0,0,0.8248224401763404,0.535318748551342,0
1,1,1,1,0,0,2,2,2,0,0,0,2,0,0,0,0.9683086894391918,-0.8348311433530147,0
0,1,1,1,2,1,2,2,2,2,2,2,1,0,2,0,2.9450594967349715,0.361363916954852,0
1,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,-0.7517399190286941,0.7777020760016516,1
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,-0.9708937827447275,0.9137755518083938,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,-1.179030687168185,0.8993317599999577,1
0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,-1.109239611213224,1.0712206214252684,1
1,0,1,1,0,0,0,0,2,0,0,0,0,1,3,1,-1.6271411693470073,0.4509446076439103,1
0,1,1,1,2,1,0,0,0,0,0,2,0,1,0,0,-0.959233024800358,1.306266651025837,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.6503500639469517,0.33175673912196213,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,-0.20845225879193743,0.5302435588462117,1
1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,1,-1.8639983003209066,-0.5117098213242537,0
0,1,0,1,2,1,2,2,2,2,2,0,2,1,0,0,3.075726499132337,-0.09296232306280643,0
1,1,0,1,0,0,2,2,2,2,2,2,2,1,1,0,1.31641429277432,-0.014338713119624537,0
0,1,1,0,1,0,2,2,2,2,2,2,2,0,0,0,1.5869928332663676,-1.018684474754962,0
0,1,1,1,0,0,0,2,2,2,0,0,1,0,0,0,1.2823215424874679,-1.106223572094877,0
1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,-0.19026421758725706,-0.3155469634414478,1
0,1,0,1,0,2,1,1,1,1,1,1,2,1,2,0,-1.7965108777593708,-0.6191186403354628,0
1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,0,-1.1518159625289277,1.2107617548383336,1
0,1,1,1,0,0,0,2,2,2,2,2,2,1,0,0,1.658762675250527,-0.33983305497864386,0
1,1,0,1,2,1,0,2,2,0,2,2,1,1,2,1,2.970808301287068,-0.014394144439802163,0
1,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,-1.547372060244319,0.57845717386858,1
1,0,0,1,0,1,2,2,2,0,0,0,0,1,1,0,0.2925165331161965,0.5676222261913405,0
1,0,0,1,2,0,2,0,0,0,0,0,0,1,1,0,-1.1975136081168025,0.32877052739293733,0
1,0,0,1,0,1,2,0,2,0,0,0,0,1,0,0,-0.7040880004728115,0.955822229949202,0
1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,-1.9861859144714935,-0.41558065605855193,1
0,1,1,1,2,0,2,0,2,0,2,0,2,1,0,0,1.8114591362065904,-0.8795858930160634,0
1,1,0,1,0,0,2,2,2,2,0,2,1,1,1,0,0.16933493058302945,0.31167195901781347,0
0,0,0,1,0,0,2,2,0,0,0,0,0,1,1,1,-0.016056544479426907,-0.3396793109831518,1
0,0,0,1,0,1,0,0,2,0,2,2,0,1,2,0,-0.33659096811223227,1.3581085534039907,1
1,0,0,1,0,1,0,2,2,0,2,2,1,1,2,1,0.9003809599299036,0.8533824246855447,0
1,1,0,1,0,0,2,0,0,0,2,0,1,1,0,0,-0.5998533574727156,0.14826277155071663,0
0,0,0,1,2,1,0,2,2,0,2,2,0,0,2,0,1.089964203983714,1.0725570744759299,0
1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0,-0.47590358685373585,-1.773775198329521,0
1,0,0,1,2,1,2,2,0,0,0,0,1,1,1,0,1.9109908693316098,-0.3506807554072758,0
0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,0,3.4577176008578085,0.19563133878578262,0
1,1,1,1,0,0,0,2,2,0,0,0,1,0,3,0,-0.6345700113084667,-0.085963885266632,0
0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,-0.741595769225331,0.8730662609784549,0
0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1,-0.6800350056714575,1.1364634880097493,1
0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,0,1.086406815545864,0.7586005450084577,1
0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,0,-1.921540506865723,-0.09789342080650605,0
1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,1,-1.1739600575382108,1.0733916819521165,1
1,1,0,0,1,0,0,2,0,0,2,2,0,1,2,0,-1.5395819634932024,0.3305416153549748,1
0,0,0,1,2,0,2,2,2,2,0,0,1,1,1,0,1.2699449322304432,-0.5228115374739359,0
0,0,0,1,0,1,0,0,2,0,0,2,0,1,1,0,-0.9508208197684651,1.230042554160384,0
1,0,0,1,0,0,0,0,2,2,2,2,0,1,2,0,-1.2102036609442974,1.1174278146120291,0
1,1,0,0,1,0,2,2,0,2,0,0,2,1,1,0,0.2667808375832168,-1.4240431142914702,0
0,1,0,1,2,0,2,2,0,2,0,0,1,1,1,0,0.8745260925979845,-0.558792469084876,0
